Badis;M
Bafode;M
Bahia;F
Bakary;M
Balthazar;M
Baptiste;M
Barbara;F
Barnabe;M
Barthelemy;M
Basil;M
Basile;M
Bastian;M
Bastien;M
Baudouin;M
Baya;F
Beatrice;F
Bella;F
Ben;M
Benedicte;F
Benjamin;M
Benoit;M
Benoît;M
Berenice;F
Bertille;F
Beryl;F
Bettina;F
Betty;F
Bianca;F
Bilal;M
Bilel;M
Billie;F
Binta;F
Bintou;F
Blaise;M
Blanche;F
Blandine;F
Blessing;F
Bogdan;M
Bonnie;F
Boris;M
Boubacar;M
Boubou;M
Bouchra;F
Bradley;M
Brahim;M
Brandon;M
Brayan;M
Briac;M
Brian;M
Brice;M
Brieuc;M
Brune;F
Bruno;M
Bryan;M
Calista;F
Calixte;M
Calvin;M
Camelia;F
Cameron;M
Camil;M
Camila;F
Camilia;F
Camille;F
Candice;F
Capucine;F
Carine;F
Carl;M
Carla;F
Carlotta;F
Carmen;F
Caroline;F
Cassandra;F
Cassandre;F
Cassie;F
Cassiopee;F
Castille;F
Catherine;F
Cecile;F
Cecilia;F
Cedric;M
Celeste;F
Celestin;M
Celestine;F
Celia;F
Celian;M
Celina;F
Celine;F
Cerise;F
Cesar;M
Chahine;M
Chahinez;F
Chaï;M
Chaïma;F
Chanel;F
Charlène;F
Charles;M
Charlie;F
Charline;F
Charlize;F
Charlotte;F
Charly;M
Chayma;F
Cheick;M
Cheick-Oumar;M
Cheikh;M
Chelsea;F
Chiara;F
Chirine;F
Chloe;F
Chris;M
Christ;M
Christelle;F
Christian;M
Christina;F
Christine;F
Christophe;M
Christopher;M
Cindy;F
Claire;F
Clara;F
Clarence;M
Clarisse;F
Claudia;F
Clea;F
Clelia;F
Clelie;F
Clemence;F
Clement;M
Clementine;F
Cleo;F
Cleophee;F
Cloe;F
Clothilde;F
Clotilde;F
Clovis;M
Colette;F
Colin;M
Coline;F
Colombe;F
Côme;M
Constance;F
Constant;M
Constantin;M
Coralie;F
Coraline;F
Corentin;M
Corto;M
Cosima;F
Coumba;F
Curtis;M
Cynthia;F
Cyprien;M
Cyrian;M
Cyriaque;M
Cyrielle;F
Cyril;M
Cyrille;M
Cyrine;F
Cyrus;M
Dahlia;F
Dali;X
Dalia;F
Dalla;F
Damian;M
Damien;M
Dan;M
Dana;F
Danae;F
Dani;M
Daniel;M
Daniela;F
Danny;M
Dany;M
Danyl;M
Daouda;M
Daphne;F
Daphnee;F
Daria;F
Darine;F
Dario;M
Darius;M
Darren;M
David;M
Dayane;M
Deborah;F
Delphine;F
Demba;M
Denis;M
Diana;F
Diane;F
Diego;M
Dilan;M
Dimitri;M
Dina;F
Divine;F
Djeneba;F
Djibril;M
Dominique;X
Domitille;F
Dora;F
Dorian;M
Doriane;F
Dounia;F
Dov;M
Driss;M
Dune;F
Dylan;M
Dyna;F
Eddy;M
Eden;F
Edgar;M
Edgard;M
Edouard;M
Eduardo;M
Edward;M
Edwin;M
Eglantine;F
Eileen;F
El;M
Ela;F
Elea;F
Eleanor;F
Eleanore;F
Elena;F
Eleonore;F
Eli;M
Elia;F
Eliahou;M
Elian;M
Eliana;F
Eliane;F
Elias;M
Elie;M
Eliel;M
Eliette;F
Elif;F
Elijah;M
Elina;F
Eline;F
Elio;M
Elior;M
Eliot;M
Eliott;M
Elisa;F
Elisabeth;F
Elise;F
Elissa;F
Eliza;F
Elizabeth;F
Ella;F
Ellie;F
Elliot;M
Elliott;M
Elly;F
Eloan;M
Eloane;F
Elodie;F
Eloi;M
Eloïse;F
Elona;F
Elone;M
Elora;F
Elouan;M
Elsa;F
Elvire;F
Ely;X
Elya;F
Elyas;M
Elyes;M
Elyès;M
Elyne;F
Elyssa;F
Ema;F
Emeline;F
Emi;F
Emie;F
Emil;M
Emile;M
Emilia;F
Emilie;F
Emilien;M
Emilio;M
Emily;F
Emir;M
Emma;F
Emmanuel;M
Emmanuelle;F
Emmie;F
Emmy;F
Emna;F
Emy;F
Enguerrand;M
Enola;F
Enora;F
Enzo;M
Ephraïm;M
Eric;M
Erika;F
Erin;F
Erine;F
Ernest;M
Erwan;M
Erwann;M
Esteban;M
Estelle;F
Esther;F
Ethan;M
Ethann;M
Ethel;F
Etienne;M
Eugène;M
Eugenie;F
Eulalie;F
Eunice;F
Eurydice;F
Eva;F
Evan;M
Evann;M
Eve;F
Evy;F
Ewan;M
Ewen;M
Ewenn;M
Eya;F
Eyal;M
Eytan;M
Eythan;M
Ezio;M
Fabien;M
Fabio;M
Fabrice;M
Fadi;M
Fady;M
Fanny;F
Fanta;F
Fantine;F
Farah;F
Fares;M
Farès;M
Farouk;M
Fatim;F
Fatima;F
Fatimata;F
Fatma;F
Fatou;F
Fatouma;F
Fatoumata;F
Faustine;F
Federico;M
Felicie;F
Felicien;M
Felicite;X
Felix;M
Ferdinand;M
Feriel;F
Feryel;F
Filip;M
Filipe;M
Fiona;F
Firas;M
Flavia;F
Flavie;F
Flavien;M
Flavio;M
Fleur;F
Flora;F
Flore;F
Florence;F
Florent;M
Florentin;M
Florian;M
Floriane;F
Fode;M
Foucauld;M
Francesca;F
Francis;M
Franck;M
François;M
Franklin;M
Frederic;M
Frida;F
Gabin;M
Gabriel;M
Gabriela;F
Gabriella;F
Gabrielle;F
Gad;M
Gaël;M
Gaëlle;F
Gaetan;M
Gaëtan;M
Gaïa;F
Garance;F
Gary;M
Gaspar;M
Gaspard;M
Gaston;M
Gauthier;M
Gautier;M
Geoffrey;M
Geoffroy;M
George;M
Georges;M
Georgia;F
Germain;M
Giacomo;M
Gianni;M
Giovanni;M
Giulia;F
Giulio;M
Gloria;F
Gonzague;M
Goundo;F
Grace;F
Grâce;F
Gregoire;M
Gregory;M
Guilhem;M
Guillaume;M
Guillemette;F
Gustave;M
Guy;M
Gwenaëlle;F
Gwendoline;M
Habib;M
Habiba;F
Haby;F
Hadja;F
Hadriel;M
Hadrien;M
Hafsa;F
Haïm;M
Hajar;F
Hakim;M
Halima;F
Hamed;M
Hamidou;M
Hamza;M
Hana;F
Hanae;F
Hania;F
Hanna;F
Hannah;F
Harold;M
Haron;M
Haroun;M
Harouna;M
Haroune;M
Harry;M
Hasna;F
Hassan;M
Hassane;M
Hatem;M
Hatouma;F
Hawa;F
Haya;F
Hayden;M
Hector;M
Hedi;M
Helena;F
Helèna;F
Helène;F
Helie;M
Helios;M
Heloïse;F
Henri;M
Henry;M
Hermine;F
Hiba;F
Hicham;M
Hillel;M
Hind;F
Hippolyte;M
Honore;M
Hortense;F
Houda;F
Hubert;M
Hugo;M
Hugues;M
Ian;M
Iban;M
Ibrahim;M
Ibrahima;M
Idan;M
Idir;M
Idris;M
Idriss;M
Idrissa;M
Igor;M
Ilan;M
Ilana;F
Ilhan;M
Ilian;M
Iliana;F
Iliane;M
Ilias;M
Ilies;M
Ilona;F
Ilyan;M
Ilyana;F
Ilyane;M
Ilyas;M
Ilyass;M
Ilyes;M
Ilyès;M
Ilyess;M
Imad;M
Iman;F
Imane;F
Imen;F
Imene;F
Imène;F
Imran;M
Imrane;M
Inaya;F
Ines;F
Inès;F
Inës;F
Inna;F
Inza;M
Irène;F
Irina;F
Iris;F
Isaac;M
Isabella;F
Isabelle;F
Isadora;F
Isaure;F
Isee;F
Iseult;F
Ishaq;M
Isidore;M
Isis;F
Islam;M
Ismael;M
Ismaël;M
Ismail;M
Ismaïl;M
Isra;F
Israël;M
Issa;M
Issam;M
Issiaka;M
Ivan;M
Iwan;M
Iyad;M
Iyed;M
Izia;F
Jack;M
Jacob;M
Jacqueline;F
Jacques;M
Jad;M
Jade;F
Jaden;M
Jalil;M
James;M
Jan;M
Jana;F
Jane;F
Janelle;F
Janna;F
Jarod;M
Jasmine;F
Jason;M
Jassem;M
Jawad;M
Jawed;M
Jayden;M
Jayson;M
Jean;M
Jean-Baptiste;M
Jean-Marc;M
Jeanne;F
Jehanne;F
Jenna;F
Jennifer;F
Jenny;F
Jeremie;M
Jeremy;M
Jerôme;M
Jessica;F
Jessie;F
Jessy;X
Jibril;M
Jihane;F
Jim;M
Jimmy;M
Jinane;F
Joachim;M
Joakim;M
Joan;M
Joana;F
Joanna;F
Joanne;F
Joaquim;M
Joe;M
Joël;M
Joëlle;F
Joey;M
Johan;M
Johann;M
Johanna;F
John;M
Johnny;M
Jonah;M
Jonas;M
Jonathan;M
Jordan;M
Joris;M
Joseph;M
Josephine;F
Josh;M
Joshua;M
Josue;M
Joy;F
Joyce;F
Juan;M
Jude;M
Judith;F
Jules;M
Julia;F
Julian;M
Juliana;F
Julianne;F
Julie;F
Julien;M
Juliette;F
June;F
Junior;M
Junon;F
Justin;M
Justine;F
Kacper;M
Kadiatou;F
Kadidia;F
Kadidiatou;F
Kady;F
Kahina;F
Kaïna;F
Kaïs;M
Kamel;M
Kamil;M
Kamila;F
Karamba;M
Karamoko;M
Karen;F
Karim;M
Karine;F
Karl;M
Karla;F
Karolina;F
Kassim;M
Kate;F
Katell;F
Kathleen;F
Katia;F
Kawtar;F
Kayla;F
Kayliah;F
Kayna;F
Kays;M
Keira;F
Kelly;F
Kelvin;M
Kelyan;M
Kenan;M
Kenny;M
Kenza;F
Kenzi;M
Kenzo;M
Kenzy;M
Keren;F
Ketsia;F
Kevin;M
Keyla;F
Keziah;X
Khadidiatou;F
Khadidja;F
Khadija;F
Khady;F
Khalil;M
Kiara;F
Kilian;M
Killian;M
Kilyan;M
Kim;F
Klara;F
Kyle;M
Kylian;M
Kyliann;M
Kyllian;M
Ladji;M
Laetitia;F
Laëtitia;F
Lahna;F
Lalie;F
Lamia;F
Lamine;M
Lana;F
Lancelot;M
Lara;F
Lassana;M
Laszlo;M
Latifa;F
Laura;F
Laure;F
Lauren;F
Laurène;F
Laurent;M
Lauriane;F
Laurine;F
Lauryn;F
Layana;F
Lazar;M
Lazare;M
Lea;F
Leana;F
Leandre;M
Leandro;M
Leane;F
Leanne;F
Leelou;F
Lehna;F
Leila;F
Leïla;F
Leïna;F
Lena;F
Leni;F
Lenny;M
Leny;M
Leo;M
Leo-Paul;M
Leon;M
Leonard;M
Leonardo;M
Leonie;F
Leonor;F
Leonore;F
Leontine;F
Leopold;M
Leopoldine;F
Leslie;F
Leticia;F
Levana;F
Levi;M
Leyla;F
Leyna;F
Lia;F
Liam;M
Liana;F
Lila;F
Lilas;F
Lili;F
Lili-Rose;F
Lilia;F
Lilian;M
Liliana;F
Liliane;F
Lilie;F
Lilly;F
Lilou;F
Lilwenn;F
Lily;F
Lily-Rose;F
Lilya;F
Lina;F
Linda;F
Lindsay;F
Line;F
Lino;M
Linoï;F
Linoy;F
Lior;M
Liora;F
Lirone;M
Lisa;F
Lisandro;M
Lise;F
Lison;F
Lital;F
Liv;F
Livia;F
Livio;M
Liya;F
Liyah;F
Liz;F
Liza;F
Loan;M
Loane;F
Logan;M
Lohan;M
Loïc;M
Loïs;M
Loïse;F
Lola;F
Lorena;F
Lorenzo;M
Loris;M
Lorraine;F
Lou;F
Lou-Ann;F
Lou-Anne;F
Louane;F
Louann;F
Louay;M
Loubna;F
Louca;M
Louis;M
Louis-Marie;F
Louisa;F
Louise;F
Louison;F
Louka;M
Loula;F
Louna;F
Lounis;M
Loup;M
Luan;X
Lubin;M
Luc;M
Luca;M
Lucas;M
Luce;F
Lucia;F
Lucie;F
Lucien;M
Lucile;F
Lucille;F
Lucy;F
Ludivine;F
Ludmila;F
Ludovic;M
Luigi;M
Luis;M
Luisa;F
Luka;M
Lukas;M
Luke;M
Lula;F
Luna;F
Luz;F
Lya;F
Lyam;M
Lyana;F
Lydia;F
Lyes;M
Lyla;F
Lylia;F
Lylou;F
Lyna;F
Lyne;F
Lynn;F
Maayane;F
Maceo;M
Madeleine;F
Madina;F
Mady;F
Mae;F
Mael;M
Maël;M
Maëlie;F
Maëline;F
Maélis;F
Maëlis;F
Maelle;F
Maëlle;F
Maëly;F
Maëlyne;F
Maelys;F
Maëlys;F
Maeva;F
Maëva;F
Magdalena;F
Mahamadou;M
Mahault;F
Mahaut;F
Mahdi;M
Mahe;M
Mahmoud;M
Mai;F
Maï;F
Maia;F
Maïa;F
Maïly;F
Maïlys;F
Maïmouna;F
Maïna;F
Maïssa;F
Maïssane;F
Maïwenn;F
Makan;M
Maksim;M
Malak;F
Malcolm;M
Malek;F
Malia;F
Malick;M
Malik;M
Malika;F
Malo;M
Malone;M
Mamadou;M
Mamoudou;M
Manal;F
Manar;M
Manel;F
Manelle;F
Manil;M
Manon;F
Manuel;M
Manuela;F
Mara;F
Marc;M
Marc-Antoine;M
Marceau;M
Marcel;M
Marco;M
Marcus;M
Margaux;F
Margo;F
Margot;F
Marguerite;F
Maria;F
Mariam;F
Mariama;F
Mariame;F
Marianne;F
Marie;F
Marie-Ange;F
Marie-Lou;F
Mariem;F
Marilou;F
Marin;M
Marina;F
Marine;F
Mario;M
Marion;F
Marius;M
Marjane;F
Marjorie;F
Mark;M
Marko;M
Marley;M
Marlon;M
Marnie;F
Marouane;M
Martha;F
Marthe;F
Martin;M
Marvin;M
Marwa;F
Marwan;M
Marwane;M
Marwen;F
Maryam;F
Marylou;F
Massinissa;M
Mateja;M
Mateo;M
Matheo;M
Mathias;M
Mathieu;M
Mathilda;F
Mathilde;F
Mathis;M
Mathurin;M
Mathys;M
Matias;M
Matilda;F
Matilde;F
Matis;M
Matisse;M
Matt;M
Matteo;M
Mattheo;M
Matthew;M
Matthias;M
Matthieu;M
Matthis;M
Mattia;M
Matys;M
Maud;F
Maude;F
Maureen;F
Max;M
Maxence;M
Maxens;M
Maxim;M
Maxime;M
Maximilian;M
Maximilien;M
Maxine;F
May;F
Maya;F
Mayane;F
Mayar;F
Mayeul;M
Mayline;F
Maylis;F
Mayssa;F
Mehdi;M
Meïssa;F
Melanie;F
Melchior;M
Melia;F
Melina;F
Melinda;F
Meline;F
Melissa;F
Mellina;F
Melodie;F
Melody;F
Melusine;F
Melvil;M
Melvin;M
Melvyn;M
Menahem;M
Mendel;M
Meriem;F
Merlin;M
Merwan;M
Meryam;F
Meryem;F
Meryl;F
Mia;F
Michael;M
Michaël;M
Michel;M
Michelle;F
Mickael;M
Mickaël;M
Miguel;M
Mika;M
Mikail;M
Mikaïl;M
Mike;M
Mila;F
Milan;M
Milena;F
Milhan;M
Milla;F
Milo;M
Mina;F
Minh;M
Mira;F
Miya;F
Moche;M
Modibo;M
Mody;M
Mohamed;M
Mohamed-Ali;M
Mohamed-Amine;M
Mohammad;M
Mohammed;M
Moïra;F
Moïse;M
Mona;F
Monica;F
Morgan;M
Morgane;F
Mory;M
Mouctar;M
Mouhamadou;M
Mouhamed;M
Moussa;M
Moustafa;M
Moustapha;M
Muhammad;M
Mustapha;M
Mya;F
Myriam;F
Myrtille;F
Nabil;M
Nada;F
Nadia;F
Nadine;F
Nadir;M
Nael;M
Naël;M
Naëlle;F
Nahel;M
Nahil;M
Nahla;F
Naïa;F
Naïl;M
Naïla;F
Naïm;M
Naïma;F
Naïs;F
Nala;F
Naomi;F
Naomie;F
Nassim;M
Natacha;F
Natalia;F
Natasha;F
Nathalie;F
Nathan;M
Nathanael;M
Nathanaël;M
Nathaniel;M
Nawal;F
Nawel;F
Nawfel;M
Naya;F
Nayel;M
Nayla;F
Nazim;M
Neela;F
Neil;M
Neïla;F
Nelia;F
Nell;F
Nelly;F
Nelson;M
Nelya;F
Nene;F
Neo;M
Nermine;F
Nesrine;F
Neyla;F
Niame;F
Nicolas;M
Nicole;F
Niels;M
Nikita;M
Nikola;M
Nil;M
Nils;M
Nina;F
Nine;F
Nino;M
Ninon;F
Niouma;F
Nizar;M
Noa;F
Noah;M
Noam;M
Noâm;M
Noan;M
Noe;M
Noelie;F
Noemie;F
Noha;X
Noham;M
Nohan;M
Nola;F
Nolan;M
Nolann;M
Nolhan;M
Noor;F
Nora;F
Norah;F
Nouha;M
Nour;F
Noura;F
Nourane;F
Oceane;F
Octave;M
Odelia;F
Olga;F
Oliver;M
Olivia;F
Olivier;M
Oliwia;F
Olympe;F
Olympia;F
Omar;M
Ombeline;F
Ondine;F
Ophelie;F
Oren;M
Oriane;F
Orlane;F
Ornella;F
Oscar;M
Oskar;M
Otto;M
Oumar;M
Oumou;F
Ousmane;M
Oussama;M
Owen;M
Pablo;M
Paco;M
Pacôme;M
Paloma;F
Paola;F
Paolo;M
Paris;X
Pascal;M
Patricia;F
Patrick;M
Paul;M
Paul-Antoine;M
Paul-Arthur;M
Paula;F
Paulin;M
Pauline;F
Pedro;M
Penda;F
Penelope;F
Perla;F
Perle;F
Perrine;F
Peter;M
Petronille;F
Pharell;M
Phileas;M
Philemon;M
Philippe;M
Philippine;F
Philomène;F
Pia;F
Pierre;M
Pierre-Alexandre;M
Pierre-Antoine;M
Pierre-Louis;M
Pol;M
Preston;M
Prince;M
Prisca;F
Priscille;F
Prosper;M
Prudence;F
Prune;F
Quentin;M
Quitterie;F
Rachel;F
Rafael;M
Rafaël;M
Rahma;F
Ramata;F
Rami;M
Ramy;M
Rania;F
Ranim;F
Ranya;F
Raoul;M
Raphael;M
Raphaël;M
Raphaëlle;F
Rawane;F
Rayan;M
Rayane;M
Rayen;M
Rebecca;F
Reda;M
Remi;M
Remy;M
Riad;M
Ricardo;M
Richard;M
Rim;F
Rita;F
Rivka;F
Riyad;M
Robert;M
Robin;M
Robinson;M
Rodrigue;M
Rohan;M
Rokia;F
Romain;M
Roman;M
Romane;F
Romeo;M
Romy;F
Ron;M
Ronan;M
Rosa;F
Rosalie;F
Rose;F
Roxane;F
Roxanne;F
Roy;M
Ruben;M
Rudy;M
Ruth;F
Ryad;M
Ryan;M
Rym;F
Saad;M
Sabri;M
Sabrina;F
Sabrine;F
Sacha;M
Sadio;F
Safa;F
Safia;F
Safiya;F
Saïd;M
Salim;M
Salimata;F
Sally;F
Salma;F
Salome;F
Sam;M
Samantha;F
Samba;M
Sami;M
Samia;F
Samir;M
Samson;M
Samuel;M
Samy;M
Sana;F
Sanaa;F
Sandra;F
Sandro;M
Santiago;M
Sara;F
Sarah;F
Sarra;F
Sasha;F
Saskia;F
Satine;F
Saul;M
Savannah;F
Scarlett;F
Scott;M
Sean;M
Sebastian;M
Sebastien;M
Sekou;M
Selena;F
Selène;F
Selim;M
Selma;F
Selyan;M
Sephora;F
Serena;F
Serge;M
Serine;F
Seydou;M
Shaï;M
Shaïly;F
Shaïma;F
Shaïna;F
Shana;F
Shani;F
Shanice;F
Shanna;F
Shannon;F
Shanon;F
Shany;F
Sharon;F
Shawn;M
Shayan;M
Shayma;F
Shayna;F
Shelly;F
Sherine;F
Shirel;F
Shirine;F
Sibylle;F
Sidney;M
Sidonie;F
Sidy;M
Sienna;F
Sihem;F
Silas;M
Siloe;F
Simeon;M
Simon;M
Sira;F
Sirine;F
Sixtine;F
Skander;M
Soan;M
Sofia;F
Sofiane;M
Sohan;M
Sohane;F
Solal;M
Solange;F
Solène;F
Solenn;F
Soline;F
Solveig;F
Sonia;F
Sophia;F
Sophie;F
Soraya;F
Soren;M
Souleyman;M
Souleymane;M
Soumaya;F
Stacy;F
Stan;M
Stanislas;M
Stanley;M
Steeve;M
Stefan;M
Stella;F
Stephane;M
Stephanie;F
Steve;M
Steven;M
Suzanne;F
Suzie;F
Sven;M
Swan;M
Swann;M
Sybille;F
Sylvain;M
Sylvia;F
Sylvie;F
Syrine;F
Taha;M
Taïna;F
Taïs;F
Tal;F
Tali;F
Talia;F
Talya;F
Tamara;F
Tancrède;M
Tanguy;M
Tania;F
Tanya;F
Tao;M
Tara;F
Tasnim;F
Tasnime;F
Tatiana;F
Tea;F
Teddy;M
Teo;M
Terence;M
Tesnime;F
Tess;F
Tessa;F
Thaïs;F
Thalia;F
Thea;F
Thelma;F
Theo;M
Theodore;M
Theophane;M
Theophile;M
Theotime;M
Therèse;F
Thiago;M
Thibaud;M
Thibault;M
Thibaut;M
Thierno;M
Thierry;M
Thomas;M
Tia;F
Tiago;M
Tiana;F
Tidiane;M
Tiffany;F
Tiguida;F
Tim;M
Timeo;M
Timothe;M
Timothee;M
Tina;F
Tiphaine;F
Titouan;M
Tobias;M
Tom;M
Toma;M
Tomas;M
Tommy;M
Tony;M
Toscane;F
Tracy;F
Tristan;M
Tsipora;F
Tybalt;M
Tymeo;M
Tyron;M
Ugo;M
Ulysse;M
Vadim;M
Valentin;M
Valentina;F
Valentine;F
Valentino;M
Valerie;M
Vanessa;F
Vasco;M
Vera;F
Vianney;M
Victoire;F
Victor;M
Victoria;F
Victorien;M
Viktor;M
Viktoria;F
Vincent;M
Violette;F
Virgil;M
Virgile;M
Virginie;F
Viviane;F
Vivien;M
Vladimir;M
Wael;M
Waël;M
Walid;M
Wandrille;M
Warren;M
Wassim;M
Wendy;F
Wesley;M
Wiktoria;F
Wilfried;M
William;M
Willy;M
Wilson;M
Wissam;F
Wissem;M
Xavier;M
Yacine;M
Yacouba;M
Yael;F
Yaël;F
Yahya;M
Yamina;F
Yani;M
Yanis;M
Yann;M
Yanni;M
Yannick;M
Yannis;M
Yara;F
Yaron;M
Yasin;M
Yasmina;F
Yasmine;F
Yasser;M
Yassin;M
Yassine;M
Yaya;X
Yaya;M
Ylan;M
Yoan;M
Yoann;M
Yoav;M
Yoel;M
Yoël;M
Yohan;M
Yohann;M
Yona;F
Yoni;M
Yossef;M
Youcef;M
Youmna;F
Younes;M
Younès;M
Youness;M
Youri;M
Yousra;F
Youssef;M
Youssouf;M
Yse;F
Ysee;F
Yuna;F
Yuri;M
Yvan;M
Yves;M
Zacharia;M
Zacharie;M
Zachary;M
Zack;M
Zadig;M
Zahra;F
Zakaria;M
Zakariya;M
Zakary;M
Zakarya;M
Zayd;M
Zayneb;F
Zeinab;F
Zelie;F
Zephyr;M
Ziad;M
Zina;F
Zineb;F
Ziyad;M
Zoe;F
Zoë;F
Zohra;F
Zuzanna;F
